batchID,test1,test2,test3,test4,test5,test6,test7,test8,test9,test10,test11,test12,test13,test14,test15,test16,test17,test18,test19,test20,test21,test22,test23,test24,test25,test26,test27,test28,test29,test30
B004492,128,28,945,726,286,859,974,166,576,719,518,86,942,585,653,708,50,499,504,917,951,553,66,90,303,84,499,569,589,90
B044001,209,516,317,297,200,115,136,95,991,226,423,880,524,408,118,603,50,622,325,402,752,52,283,126,226,950,927,6,617,156
B015968,661,539,71,496,33,142,126,476,390,377,855,666,404,828,640,553,742,596,871,195,806,929,985,728,298,35,315,377,216,699
B041835,485,627,621,717,939,311,439,334,528,576,116,903,702,31,865,778,412,629,379,716,961,355,7,985,383,675,900,111,826,924
B011438,470,226,347,562,713,178,787,62,681,605,95,793,483,526,677,475,531,125,773,913,515,512,859,331,677,196,106,547,337,269
B027393,254,501,889,350,769,866,618,827,121,779,323,928,354,101,78,835,71,784,776,997,557,131,720,266,105,37,473,220,282,884
B049124,160,848,421,132,240,151,848,967,849,795,826,906,102,233,767,3,192,117,801,134,76,437,478,602,328,567,326,911,103,186
B021423,746,715,95,344,642,332,168,572,888,486,622,958,405,243,623,510,563,862,529,853,967,242,389,478,342,255,558,59,543,934
B018042,818,904,314,629,254,804,983,926,87,842,776,182,320,752,972,113,451,50,678,559,644,436,152,455,857,742,663,89,941,460
B025921,177,700,430,204,656,764,332,184,377,393,143,107,706,54,730,263,899,996,616,822,947,684,772,127,871,659,353,187,309,222
B046073,562,859,714,652,195,947,214,860,705,219,511,331,388,880,577,807,33,305,449,790,606,160,389,273,936,521,965,736,837,435
B023307,417,176,876,367,93,772,389,947,271,205,358,635,913,430,289,266,619,59,510,24,850,786,718,331,103,954,29,762,193,500
B004942,951,31,425,784,82,971,479,718,4,55,520,902,885,928,940,413,243,968,476,634,600,161,661,211,236,693,734,246,770,800
B027184,98,643,963,291,999,213,782,720,161,214,172,632,613,476,279,638,861,905,594,482,517,943,855,283,973,223,12,682,52,294
B039820,179,748,838,799,382,361,451,273,639,362,300,35,679,223,931,462,104,132,446,949,123,833,289,505,904,79,712,313,356,788
B048057,973,299,302,884,443,893,994,892,783,947,216,364,749,272,400,165,713,63,590,622,482,855,225,70,158,443,108,954,299,940
B042071,740,671,652,681,40,110,621,547,599,978,772,985,769,997,277,808,275,784,655,989,509,717,882,197,150,722,348,10,715,427
B001839,361,596,355,99,425,687,881,264,100,989,196,361,233,443,988,292,638,124,600,971,192,246,271,915,242,190,665,71,379,849
B013459,740,936,787,72,635,669,416,407,204,445,123,802,803,19,641,645,993,693,97,122,863,122,486,443,270,663,270,356,863,604
B016206,270,911,756,260,634,472,807,198,932,833,656,332,87,238,394,372,941,387,775,56,352,646,363,991,429,893,329,808,536,628
B010589,649,295,532,737,943,989,647,810,346,142,868,761,142,516,819,399,530,682,849,723,415,761,811,988,546,21,399,239,473,568
B043933,422,568,791,200,651,831,707,844,183,223,135,21,913,565,577,484,23,126,7,876,273,247,991,652,632,334,609,969,580,493
B007110,759,723,565,540,765,788,562,928,459,607,144,860,436,103,845,400,171,832,782,225,123,52,257,122,541,243,949,839,631,34
B015898,908,29,3,239,833,312,29,129,170,155,690,567,511,148,822,359,221,173,74,388,863,528,219,804,507,670,173,809,673,112
B033320,763,97,566,708,705,26,611,19,172,380,374,276,568,381,706,445,845,206,231,945,615,613,249,419,203,793,735,243,623,285
B016085,8,990,790,653,973,306,407,654,664,922,533,216,39,390,750,477,527,129,55,556,309,456,130,242,383,672,968,731,961,743
B011775,870,993,68,906,882,562,909,35,702,916,63,222,202,942,623,30,222,799,937,661,486,704,554,932,586,708,724,956,674,233
B010691,182,717,46,632,715,356,210,416,450,898,507,896,673,511,91,221,363,110,989,425,522,615,155,181,318,139,981,606,622,646
B048893,241,437,825,293,370,478,195,607,516,734,790,278,795,141,420,725,560,274,661,831,752,474,658,418,827,8,747,256,918,410
B047938,182,290,346,642,601,41,945,426,217,300,764,375,445,119,389,375,787,545,450,939,552,289,750,869,903,566,893,502,19,360
B006098,281,661,647,98,128,485,7,994,864,770,91,363,162,4,954,458,257,286,327,837,165,498,583,347,275,993,249,545,54,863
B008076,418,33,859,270,906,587,287,214,347,271,213,157,587,183,362,186,35,458,385,73,759,205,848,589,648,840,767,447,865,833
B045326,623,882,919,539,703,500,579,101,197,589,486,108,132,779,550,572,542,627,455,353,22,565,634,676,286,801,975,212,185,471
B020019,709,969,630,818,299,450,314,586,939,330,439,911,55,145,55,809,100,798,906,331,694,308,192,48,853,774,654,711,945,394
B020462,12,700,692,546,644,485,367,131,376,494,739,730,448,448,357,365,624,568,308,455,634,620,914,358,2,656,9,461,507,170
B033549,93,303,444,164,523,248,819,267,698,968,481,5,733,172,370,504,802,486,592,193,344,328,763,178,678,649,299,546,30,68
B026252,480,246,801,961,826,18,671,664,984,281,51,923,318,732,657,306,960,878,484,77,55,172,603,370,889,551,899,369,611,429
B030420,300,607,466,444,955,860,183,888,779,779,883,142,231,472,620,511,595,439,817,832,150,855,488,317,2,635,960,940,46,795
B040998,497,936,230,48,383,857,156,811,906,607,453,232,773,538,279,644,460,584,224,476,704,254,382,965,325,85,848,681,419,82
B042568,268,572,908,574,277,79,974,414,473,93,740,985,869,308,133,519,645,835,234,825,83,229,672,511,445,126,150,284,914,732
B008857,387,372,677,831,901,955,428,660,622,410,67,766,572,465,12,557,199,660,61,76,201,526,719,205,255,242,336,360,952,524
B017442,118,773,348,924,701,889,142,925,816,740,322,529,576,851,435,352,295,367,22,714,60,915,727,487,600,734,466,698,853,371
B005422,610,754,470,117,471,814,52,671,556,844,836,38,493,969,741,674,352,964,967,472,92,97,39,360,874,759,974,205,27,680
B039646,899,21,351,958,141,989,325,252,453,642,959,108,530,288,290,240,240,378,647,116,258,17,289,69,748,772,405,280,349,47
B046163,91,308,429,260,375,145,663,458,796,329,605,223,630,676,127,796,87,23,772,343,628,562,880,26,889,681,44,970,876,718
B016418,406,113,264,903,325,355,200,503,105,976,101,507,207,658,797,719,690,415,547,79,69,301,23,292,318,543,724,401,844,393
B024792,666,418,525,689,221,41,994,933,684,440,205,407,433,411,993,111,416,942,446,839,34,972,730,168,843,389,936,111,882,813
B022848,31,547,104,590,196,258,745,955,736,130,76,71,690,648,864,791,654,321,235,882,605,690,617,827,857,383,94,99,21,570
B028491,663,29,391,690,275,617,271,859,171,848,258,47,119,155,976,752,894,550,404,889,685,186,221,778,470,722,205,244,92,750
B010679,364,627,415,178,249,575,961,960,952,280,402,4,485,226,863,983,410,617,812,392,486,754,890,326,817,686,660,920,941,741
B042265,646,286,499,708,167,879,467,124,56,411,616,148,961,724,311,367,806,486,88,680,210,137,568,466,443,121,374,687,464,470
B012064,706,238,94,405,473,426,719,959,626,228,810,590,760,727,621,147,734,987,333,418,40,692,178,414,329,435,69,828,322,866
B009685,399,651,19,872,122,100,426,186,379,209,933,189,576,712,803,563,495,269,187,709,164,710,198,165,979,851,475,886,50,83
B003016,385,383,606,446,891,280,94,130,424,709,201,266,883,360,850,213,408,559,705,330,545,568,513,351,181,492,678,235,985,67
B034955,608,239,791,441,648,196,508,73,35,532,738,449,391,206,506,390,772,795,591,930,210,597,762,541,536,237,872,979,895,216
B032759,181,32,142,882,13,80,82,892,603,536,382,747,897,475,875,878,651,263,529,515,899,632,57,868,330,492,828,360,316,877
B010467,879,44,165,826,507,455,816,26,86,316,18,947,696,777,993,894,212,561,78,380,80,509,575,103,724,227,25,613,221,56
B013461,78,144,761,139,300,756,410,798,279,848,890,534,354,546,732,149,891,439,889,161,256,156,583,495,592,515,587,359,788,252
B025155,66,780,962,72,529,463,939,174,391,253,267,204,816,64,363,710,827,472,405,438,867,11,927,122,391,6,962,754,704,909
B015629,892,593,765,341,910,963,353,536,465,903,710,243,548,165,730,51,134,305,839,794,176,98,583,119,474,793,135,15,422,725
B004065,516,862,586,590,269,962,179,285,679,469,364,999,895,217,514,359,453,940,568,56,970,306,817,729,961,694,635,434,458,210
B002458,872,335,340,305,398,350,196,158,795,353,986,698,39,930,373,352,341,0,768,948,251,426,484,702,716,232,504,954,103,579
B025361,960,436,85,605,160,947,350,521,168,952,974,254,232,696,861,668,389,998,488,250,959,922,87,475,442,562,682,631,918,686
B017272,849,798,863,552,495,759,86,144,500,790,948,197,10,808,187,219,71,146,941,523,418,392,844,166,102,322,116,235,879,250
B007152,985,312,117,175,186,590,385,104,42,897,370,375,225,581,285,502,499,734,454,772,864,629,283,788,135,145,192,116,34,306
B048645,668,562,298,217,177,658,669,774,18,936,867,31,854,8,580,557,872,427,900,450,292,432,190,179,934,63,492,653,657,12
B028242,914,982,840,392,967,961,931,202,769,356,281,73,962,63,915,784,28,143,549,257,229,234,301,683,896,834,664,766,479,540
B002369,563,369,935,989,38,386,414,24,113,157,514,53,862,851,929,387,837,285,822,86,319,599,354,72,226,97,942,256,321,893
B008619,704,921,823,556,104,432,19,547,81,72,158,239,980,997,580,536,17,455,584,495,252,459,218,605,789,431,908,567,782,675
B004745,959,128,119,649,855,409,371,15,46,145,773,115,949,829,485,818,450,955,216,565,68,152,801,822,852,529,484,651,168,909
B013673,664,476,297,916,312,98,83,316,413,898,655,129,564,793,995,160,37,304,334,999,85,479,183,549,20,514,645,368,893,493
B004921,516,211,934,473,346,249,14,920,587,146,571,161,600,406,138,514,236,185,419,159,862,800,130,22,733,967,496,446,601,311
B015311,559,697,128,334,632,752,789,935,963,150,423,215,512,13,308,549,500,540,595,541,311,726,33,890,766,957,370,19,270,852
B014626,43,409,832,144,149,19,614,889,327,766,391,416,101,51,290,804,947,102,806,814,50,653,157,567,486,160,285,846,447,552
B044527,951,70,595,155,877,113,266,384,330,215,39,167,483,770,687,69,74,212,575,111,314,378,685,959,439,232,113,908,768,988
B014365,601,784,79,254,763,508,970,581,475,840,200,48,569,617,108,918,204,856,532,282,362,83,690,153,142,204,977,247,719,939
B012307,466,255,742,488,548,160,791,58,95,282,493,489,692,673,18,74,514,450,775,499,956,769,371,761,941,433,832,312,536,614
B003145,352,877,874,249,887,136,883,531,408,275,664,896,342,294,232,471,463,356,75,136,396,697,344,235,660,615,595,532,391,833
B004536,600,635,736,88,394,126,470,70,23,948,566,895,280,636,11,739,617,23,562,553,632,388,120,753,739,196,864,751,205,632
B000884,388,609,423,111,955,192,90,292,709,78,869,382,278,380,849,407,156,260,56,562,912,732,351,344,210,926,30,346,268,845
B011927,999,636,215,619,202,664,221,748,171,323,317,970,10,311,892,230,274,275,841,572,49,626,694,974,662,203,984,754,709,149
B011714,525,518,311,743,318,270,684,451,541,252,574,368,855,601,703,166,959,129,852,301,737,179,738,194,483,113,183,885,829,19
B049617,667,873,416,911,277,865,465,904,929,504,61,232,466,890,297,926,277,745,55,384,537,761,753,323,722,830,924,419,119,485
B012362,694,424,496,870,61,542,832,754,487,179,626,432,785,552,357,453,976,329,144,817,884,799,329,519,926,706,181,310,530,939
B029047,140,143,583,74,669,328,97,816,466,529,879,84,684,274,75,648,81,823,40,884,497,956,33,180,983,226,587,443,458,19
B030759,940,849,953,526,576,320,554,43,324,769,406,690,468,986,239,459,963,611,748,435,226,227,389,472,642,192,176,762,301,245
B001526,224,359,548,772,296,830,738,299,61,876,632,611,548,742,273,802,651,642,719,825,529,293,307,673,50,557,851,685,818,235
B004110,618,81,921,331,352,617,219,557,271,160,944,334,645,469,90,932,727,893,267,594,438,829,580,34,935,648,578,569,774,753
B032754,929,938,394,5,722,304,682,436,769,336,593,774,196,328,775,881,852,625,629,781,842,618,258,364,222,163,453,837,970,343
B038188,228,797,437,777,474,914,136,452,543,417,714,763,228,730,537,343,755,232,391,38,544,391,557,551,715,170,86,31,179,136
B004645,170,967,696,641,382,75,880,899,444,283,47,980,496,309,644,159,266,793,743,572,844,100,236,626,363,36,167,568,804,166
B038299,535,85,362,969,634,944,955,817,790,700,540,786,933,458,510,549,730,115,332,660,535,254,896,895,778,424,213,335,254,482
B007498,726,853,901,603,531,760,657,722,769,867,281,720,776,90,205,752,742,677,647,572,219,240,351,861,15,947,212,681,245,489
B009941,102,539,944,661,990,230,796,558,409,815,330,530,911,681,646,881,901,280,241,353,825,451,726,302,282,811,849,271,897,245
B034636,144,149,180,451,297,448,475,773,503,750,685,838,137,165,482,636,756,546,901,260,187,55,970,488,373,344,539,885,615,95
B018721,87,538,977,753,175,636,203,371,345,910,248,521,686,319,408,147,671,349,437,726,214,94,117,763,236,28,917,196,396,7
B041908,864,183,184,252,240,73,352,59,538,263,588,962,503,932,362,61,368,996,804,928,223,618,141,679,459,826,294,923,925,17
B034525,902,191,509,50,789,118,583,679,723,781,385,117,149,59,422,365,875,259,938,162,321,634,117,382,762,317,428,964,451,75
B032212,162,718,680,437,558,267,950,32,524,813,760,246,30,411,956,454,368,292,741,860,674,463,98,318,159,79,121,274,516,761
B039181,412,980,138,21,77,91,690,39,934,462,338,603,841,76,289,136,329,6,235,364,464,639,55,667,465,899,81,767,308,761
B025354,911,660,602,827,520,856,744,121,537,384,573,647,671,962,285,64,104,973,856,810,887,825,624,15,289,46,261,713,7,903
B041892,113,252,698,651,394,630,363,312,376,417,753,296,270,155,511,147,412,806,61,589,636,386,645,114,513,989,11,63,877,241
B011268,871,881,588,750,716,560,853,243,49,493,569,192,722,192,856,154,693,152,359,965,814,144,562,432,809,648,85,489,823,920
B041493,764,532,296,863,839,717,641,921,208,566,311,398,143,927,806,820,708,207,743,587,969,283,963,345,230,559,967,199,421,96
B009302,48,229,841,22,24,338,348,541,126,110,7,320,186,138,560,883,868,832,158,63,950,928,682,970,832,996,814,22,558,625
B025147,472,255,393,979,635,164,19,55,505,485,586,349,315,956,54,98,988,797,204,111,412,501,556,903,805,724,235,834,93,923
B010751,574,369,475,833,186,53,273,827,337,446,78,558,402,12,167,268,581,878,60,553,80,97,907,567,37,469,161,693,356,861
B009778,371,58,928,914,800,144,762,58,519,337,574,567,529,481,33,636,530,69,530,354,612,273,701,385,895,918,692,343,5,577
B016740,596,321,16,85,715,194,705,943,68,542,16,634,575,41,841,631,300,979,100,882,476,176,215,618,233,518,810,345,402,730
B005932,385,562,353,837,961,629,308,290,390,128,48,930,944,348,917,724,742,969,877,603,337,648,410,483,305,456,880,822,664,965
B047766,177,783,671,378,253,905,184,6,500,223,305,466,656,407,714,364,416,147,897,128,35,331,692,78,179,859,820,107,18,536
B049740,114,889,680,930,325,911,54,175,366,953,114,751,546,359,775,33,503,543,406,695,192,678,456,346,126,710,261,850,547,640
B008524,793,335,810,818,38,544,641,402,573,732,23,381,190,225,339,927,766,953,409,509,155,38,215,450,841,173,2,71,950,659
B005803,596,315,987,157,328,985,54,226,81,246,116,428,14,18,422,284,255,530,979,550,914,111,205,64,246,519,736,798,804,864
B043050,153,400,27,592,151,128,924,116,878,264,378,946,858,214,770,774,722,798,4,552,667,576,230,142,455,788,300,644,752,656
B038102,201,876,333,325,13,4,698,800,617,520,615,438,831,265,576,370,535,257,335,398,325,113,743,8,213,217,590,5,987,978
B007063,900,354,423,847,842,839,693,86,482,990,183,804,258,318,868,682,240,907,572,449,353,654,167,95,159,29,217,527,329,245
B029131,496,153,300,369,764,634,590,574,961,767,23,715,633,530,77,737,72,897,763,706,56,941,647,446,301,124,454,678,383,391
B030463,306,405,477,556,525,984,449,886,289,104,163,990,76,688,530,215,454,375,29,853,524,435,393,342,845,129,367,310,528,987
B035465,852,589,506,761,20,631,315,274,933,315,975,683,175,908,927,865,283,848,844,598,807,862,263,829,449,479,748,590,207,877
B022697,530,268,263,922,577,71,689,166,217,653,561,215,383,524,595,29,121,469,405,606,203,723,140,535,848,253,789,841,797,793
B035349,989,183,212,600,278,842,450,806,715,910,667,369,275,390,118,653,976,883,98,606,970,9,259,844,240,805,895,560,807,336
B020052,887,33,186,642,246,3,567,220,73,665,744,926,966,219,426,904,455,598,784,113,294,795,391,294,670,833,32,37,45,39
B049157,256,561,441,624,98,628,372,552,786,657,219,307,992,998,704,616,744,864,363,871,400,236,428,579,73,866,146,169,159,876
B045899,121,558,364,635,741,432,884,110,149,664,923,810,780,723,627,77,944,119,197,462,813,925,717,526,509,582,835,564,583,925
B003159,384,22,84,609,652,736,74,648,579,76,628,290,320,707,53,703,889,958,346,418,435,670,659,513,335,859,784,747,497,825
B027135,451,521,552,774,500,480,362,209,342,724,947,680,966,751,838,437,841,127,227,390,896,140,399,603,543,503,750,834,456,791
B002912,807,694,985,453,596,835,777,442,650,627,525,449,935,627,280,661,570,912,404,415,102,459,303,163,704,180,47,698,956,262
B045091,771,521,172,357,376,670,805,951,328,309,223,668,831,584,273,988,448,930,511,716,58,54,841,824,906,684,208,786,589,695
B034080,510,514,553,890,598,595,881,214,972,933,488,413,450,302,160,208,420,471,480,843,299,377,207,515,309,470,576,542,965,662
B011457,927,219,839,196,223,439,429,220,466,591,32,652,935,523,764,295,434,815,495,260,54,72,250,618,789,994,442,779,706,787
B012753,874,39,407,960,370,699,72,641,447,995,268,935,922,281,713,551,404,313,262,998,625,126,433,956,881,475,284,251,411,654
B016962,391,622,669,342,144,30,326,214,92,579,101,894,699,619,985,323,822,491,263,287,829,665,903,137,918,682,917,727,400,337
B007338,7,833,670,509,60,719,567,67,813,587,896,559,76,423,183,998,638,142,667,130,415,306,304,467,111,705,557,673,170,103
B041041,77,451,868,692,209,842,836,231,708,598,556,617,797,749,599,742,427,104,827,451,843,481,505,890,929,736,730,563,792,235
B012029,226,254,500,986,962,740,672,48,828,267,117,222,177,936,682,566,172,856,884,610,725,85,419,864,400,434,456,160,145,149
B046754,777,960,266,284,223,506,711,479,849,91,195,618,100,878,500,774,607,809,551,225,605,432,858,732,389,871,309,525,969,101
B028735,192,154,278,537,108,932,284,784,560,553,355,654,627,265,692,636,259,933,72,900,880,329,160,504,621,244,475,816,828,952
B014935,621,714,877,157,637,911,755,2,416,663,816,239,79,402,498,695,901,462,476,739,777,862,492,964,725,92,2,173,864,943
B044124,97,664,677,954,733,508,479,789,869,809,974,698,362,839,258,147,540,594,998,991,370,766,606,166,411,965,119,71,34,21
B004908,763,3,590,739,804,919,852,29,901,431,890,2,421,20,28,939,885,17,926,812,96,266,941,521,48,298,404,194,59,85
B013743,14,334,567,860,846,725,567,603,957,171,993,194,232,231,690,980,568,191,81,502,712,902,778,168,46,633,984,367,283,6
B040148,593,957,816,435,188,892,277,941,422,575,315,21,248,891,768,717,966,962,300,614,586,235,290,164,453,824,931,319,678,423
B017662,747,1,656,604,883,494,502,373,540,644,792,225,502,808,883,423,398,144,678,117,104,278,559,686,57,87,56,97,140,881
B006251,851,822,435,405,955,273,707,775,526,213,663,477,990,178,889,971,707,670,648,739,366,963,920,489,548,387,551,370,921,164
B005286,805,357,470,292,971,625,628,631,13,959,682,521,42,678,221,831,672,879,215,290,983,315,651,246,304,663,462,570,652,165
B032778,685,158,355,541,470,220,255,172,731,952,996,783,950,826,433,125,140,666,151,192,229,136,418,504,35,948,719,286,700,949
B022667,140,622,395,136,372,116,493,385,470,416,392,505,362,408,816,951,205,467,268,393,8,335,180,711,692,545,575,173,798,401
B025692,381,142,173,327,609,441,712,729,685,951,936,797,740,547,982,429,650,203,909,726,567,134,848,110,523,454,852,462,371,397
B010633,192,730,677,244,714,375,811,675,699,784,480,738,669,558,521,663,201,722,17,662,972,828,375,125,6,892,406,651,93,596
B049248,176,88,150,812,475,808,367,671,936,502,298,955,935,929,658,992,622,559,266,134,585,156,828,679,333,366,981,339,334,272
B002038,386,868,524,837,624,66,451,357,578,944,598,805,220,708,541,629,543,121,273,187,550,476,816,745,240,990,273,188,262,564
B046294,521,594,770,590,219,120,861,717,499,508,471,174,925,362,377,307,20,717,671,121,961,808,953,914,809,12,453,80,735,672
B003864,841,436,304,275,758,422,555,621,570,896,179,840,863,877,12,715,67,39,461,600,85,610,599,105,833,355,688,904,453,493
B034764,405,609,535,598,367,97,948,93,43,159,442,476,409,175,829,837,27,262,22,137,376,283,50,397,737,535,537,126,573,429
B011386,880,64,617,961,916,747,905,582,884,466,794,132,508,220,682,405,536,574,837,403,14,741,379,733,571,530,411,943,288,588
B032204,592,419,369,962,0,568,756,272,561,644,554,648,679,913,18,567,999,540,23,285,297,226,596,510,333,816,184,140,953,542
B010396,101,143,712,863,933,135,329,954,285,220,715,694,238,883,343,862,982,854,260,733,987,896,946,315,759,460,720,732,710,575
B035659,953,414,328,259,989,121,668,327,249,951,806,730,924,216,268,549,652,545,260,644,655,749,995,764,603,988,902,861,742,448
B003156,99,574,52,997,524,571,755,807,430,97,607,100,466,703,154,805,409,0,540,511,54,880,43,884,899,71,747,662,819,633
B003349,772,606,319,31,190,9,425,666,222,381,40,884,303,643,37,25,920,576,263,915,697,707,405,304,878,374,166,188,895,581
B028095,864,997,997,888,75,820,353,277,336,7,571,415,863,493,297,948,343,366,322,461,620,652,912,586,836,875,443,124,73,941
B004611,755,780,491,832,467,143,779,746,647,152,346,587,66,854,637,464,738,116,984,25,199,251,807,136,45,494,981,170,798,834
B022931,763,634,40,929,3,750,468,57,732,473,114,424,679,906,842,996,977,584,960,459,399,809,225,567,925,271,412,989,739,369
B001319,894,486,726,420,860,799,323,135,407,314,888,789,200,571,711,495,739,906,707,563,921,4,110,642,202,598,984,560,173,546
B010918,769,418,920,143,791,664,296,271,381,795,951,907,251,414,31,343,816,209,683,874,295,745,747,25,869,70,906,719,800,852
B023674,158,578,201,835,74,97,914,273,296,734,465,431,508,998,189,861,821,549,386,788,226,629,86,749,221,45,70,474,788,443
B001759,572,134,839,432,473,905,681,468,823,234,934,969,873,358,831,592,132,186,334,107,34,906,161,43,869,240,752,838,509,672
B007035,22,138,754,275,745,15,833,974,358,792,485,716,505,162,614,334,448,451,27,940,615,623,417,814,376,252,458,534,380,24
B004156,712,431,792,534,596,47,651,849,760,202,288,954,751,378,477,243,754,259,419,516,536,403,605,758,694,694,435,221,356,802
B036315,297,417,779,718,232,57,441,220,669,622,880,928,394,179,357,250,108,930,59,886,782,280,594,604,28,420,964,5,419,155
B036245,254,751,42,732,776,470,706,695,154,197,693,224,393,736,304,317,226,790,637,263,94,657,800,472,978,944,956,875,627,277
B039512,982,244,529,205,826,895,273,830,243,843,189,514,601,951,882,107,693,435,882,863,624,459,722,41,490,948,310,928,628,366
B025305,88,811,27,0,636,470,834,112,420,424,81,425,242,580,879,490,707,444,2,467,212,270,165,610,885,841,922,508,883,430
B039346,471,193,127,113,351,173,751,517,953,424,777,489,117,420,246,393,72,705,535,363,215,984,212,188,468,14,621,826,722,243
B026372,309,820,124,451,724,595,828,817,879,40,551,989,988,426,293,776,819,563,340,438,122,285,811,179,94,862,372,564,261,165
B049423,777,865,317,368,808,934,637,782,635,843,703,238,740,881,799,312,255,878,517,492,775,699,620,803,649,785,286,291,376,565
B028355,560,986,758,37,892,328,771,480,999,613,145,119,761,429,686,60,211,323,4,383,890,744,6,427,87,541,229,724,518,838
B001644,813,46,935,140,546,332,536,745,573,298,928,127,723,670,923,846,420,144,209,868,73,143,769,11,516,286,13,609,709,225
B019848,255,435,55,408,601,15,980,282,270,415,643,110,57,629,848,85,927,162,703,170,240,290,444,198,623,186,190,718,385,965
B034291,361,691,251,315,976,520,861,832,353,176,38,534,778,119,914,722,508,786,562,364,4,336,878,255,210,931,575,389,524,828
B006235,996,203,76,854,332,271,801,376,275,152,594,686,81,411,302,646,876,569,262,938,314,411,57,579,46,791,515,540,359,607
B033300,246,824,925,133,605,678,224,560,486,958,116,434,569,518,114,8,961,733,300,516,152,405,877,330,497,629,842,686,911,12
B004331,377,456,476,258,268,210,84,582,833,47,93,898,413,173,901,893,405,353,385,225,281,603,677,276,481,194,359,898,590,549
B007409,588,83,669,12,728,944,686,448,124,434,544,249,225,761,718,269,617,457,606,46,342,717,991,668,29,602,233,590,303,792
B044837,878,263,150,812,329,26,616,22,9,367,286,788,33,693,248,508,706,806,387,59,12,238,238,283,768,141,783,454,952,959
B040970,557,362,6,28,87,377,934,373,83,571,505,251,318,133,443,325,671,464,662,180,30,381,51,710,931,783,868,250,230,926
B008547,701,440,624,270,832,284,379,310,979,519,961,699,39,989,30,516,879,338,962,523,162,790,868,562,530,427,302,282,258,548
B031296,933,358,187,950,544,250,507,913,519,168,770,522,273,475,883,85,70,339,202,99,809,143,355,11,952,992,984,768,270,744
B014691,623,118,233,700,334,809,933,946,265,478,961,89,232,262,828,480,167,296,29,77,38,411,593,405,503,127,508,614,462,216
B029821,538,323,893,944,72,163,245,56,436,632,673,282,589,454,50,575,910,555,920,948,420,657,430,406,956,46,993,928,465,723
B035929,969,891,854,218,954,4,617,182,355,285,95,372,859,333,400,246,57,222,569,629,386,460,51,849,936,93,269,914,741,909
B023636,422,676,787,617,727,961,745,931,236,225,968,875,382,981,43,684,872,276,836,598,822,296,835,303,320,723,616,629,299,948
B017994,494,785,578,276,451,344,712,547,320,205,431,315,170,568,959,749,497,388,881,455,760,525,614,202,865,647,457,824,136,961
B046437,532,222,379,9,921,37,30,480,410,376,578,269,980,612,177,281,406,834,155,756,652,567,826,809,675,795,567,928,561,77
B000728,554,371,268,211,724,256,616,623,800,610,808,402,259,671,892,405,928,524,628,688,160,910,706,814,66,602,932,198,738,165
B012837,542,215,251,716,724,656,801,265,893,59,220,804,641,220,625,806,753,146,508,190,664,539,129,461,336,77,504,377,334,257
B008640,409,985,208,960,881,439,494,636,902,592,441,677,275,149,829,663,118,822,150,221,317,930,108,832,903,149,76,290,102,446
B038541,938,298,95,964,994,394,109,816,966,336,668,975,64,824,393,619,679,186,879,58,664,699,785,42,48,787,321,200,809,518
B005303,381,259,661,619,583,59,994,276,578,603,649,421,209,821,521,770,293,117,961,426,517,482,761,169,343,422,261,50,709,436
B013790,980,666,356,379,117,239,885,766,760,162,783,208,627,764,759,77,58,974,725,182,322,569,162,207,158,698,818,590,302,541
B005096,275,432,536,917,849,896,886,835,826,332,924,427,308,547,297,397,121,673,401,173,149,837,438,475,627,525,473,868,350,373
B031032,433,966,652,508,123,883,123,378,888,395,659,572,540,540,286,892,178,11,739,274,312,7,900,214,150,251,929,3,881,319
B043654,17,744,521,576,440,307,539,796,517,526,81,304,66,373,889,329,274,55,165,907,633,723,929,853,714,419,714,994,626,268
B042166,922,285,575,411,682,249,960,384,262,939,853,143,696,890,928,318,463,378,348,262,569,607,789,66,524,255,853,136,935,779
B014692,380,348,704,362,549,369,758,23,992,866,774,193,563,330,377,799,321,773,678,735,233,157,579,963,269,464,413,805,434,300
B012772,123,122,691,814,59,757,660,670,6,455,460,401,253,841,66,26,300,911,523,765,112,345,459,618,563,776,704,994,520,379
B005723,598,536,426,963,936,564,70,874,396,793,358,410,296,554,903,366,223,762,8,578,467,499,345,574,183,640,953,207,346,974
B039600,974,962,318,212,870,749,868,708,277,425,892,878,370,51,232,18,88,631,248,762,356,526,314,458,994,502,927,373,896,350
B044635,762,467,416,686,327,889,456,561,938,168,393,82,113,327,187,556,756,199,692,377,496,539,123,179,10,946,101,695,444,835
B010394,746,245,120,493,526,774,581,404,110,407,740,777,308,256,546,503,556,61,594,704,614,43,81,753,220,429,760,51,949,109
B018655,927,642,773,223,668,581,61,866,883,833,766,375,846,69,671,858,89,517,234,533,970,840,865,86,410,449,909,899,36,547
B024224,298,392,316,653,617,378,170,166,520,225,2,17,715,801,665,347,242,946,370,595,472,702,720,313,50,746,261,878,168,551
B040150,164,509,63,625,176,600,827,710,672,685,761,970,719,903,938,655,546,176,15,599,848,350,708,884,513,349,432,283,996,340
B038961,708,754,178,552,651,732,527,887,871,918,434,824,68,783,484,752,171,852,874,480,197,502,942,685,517,803,364,880,917,292
B015443,453,184,110,822,247,625,551,576,563,756,180,36,735,163,307,931,671,790,83,277,695,909,745,526,37,103,292,450,806,466
B029668,923,237,299,313,404,231,341,650,702,464,643,738,771,194,265,433,383,872,338,101,48,990,255,952,553,843,662,137,706,44
